      # name ref Mv logRe logM* logSigma_e
  MW-NGC288  7  -6.5  0.756  4.850  2.540
 MW-NGC3201  7  -7.1  0.588  5.040  3.070
  MW-NGC362  7  -8.2  0.306  5.530  4.120
 MW-NGC4147  7  -6.1  0.433  4.660  2.990
 MW-NGC4590  7  -6.9  0.651  4.960  2.860
 MW-NGC5024  7  -8.6  0.830  5.650  3.190
 MW-NGC5053  7  -6.4  1.095  4.800  1.810
 MW-NGC5139  7 -10.4  0.887  6.370  3.800
 MW-NGC5272  7  -8.4  0.844  5.580  3.090
 MW-NGC5286  7  -8.6  0.371  5.650  4.110
 MW-NGC5466  7  -6.4  1.026  4.770  1.920
 MW-NGC5634  7  -7.3  0.798  5.140  2.750
 MW-NGC5694  7  -7.8  0.602  5.330  3.330
 MW-NGC5824  7  -9.0  0.622  5.810  3.770
 MW-NGC5897  7  -7.0  0.871  5.010  2.470
 MW-NGC5904  7  -8.6  0.586  5.650  3.680
 MW-NGC5986  7  -8.1  0.473  5.450  3.700
 MW-NGC6093  7  -8.1  0.246  5.440  4.150
 MW-NGC6101  7  -6.4  0.668  4.760  2.630
 MW-NGC6121  7  -7.0  0.443  5.050  3.370
 MW-NGC6139  7  -8.2  0.397  5.510  3.920
 MW-NGC6171  7  -6.6  0.507  4.900  3.090
 MW-NGC6205  7  -8.4  0.578  5.570  3.610
 MW-NGC6218  7  -6.8  0.402  4.950  3.340
 MW-NGC6229  7  -7.9  0.501  5.360  3.560
 MW-NGC6235  7  -6.5  0.521  4.840  3.000
 MW-NGC6254  7  -7.4  0.397  5.180  3.590
 MW-NGC6266  7  -9.1  0.267  5.860  4.530
 MW-NGC6273  7  -9.1  0.520  5.840  4.000
 MW-NGC6287  7  -7.1  0.303  5.060  3.650
 MW-NGC6316  7  -7.5  0.319  5.370  3.940
 MW-NGC6333  7  -7.8  0.346  5.330  3.840
 MW-NGC6341  7  -8.0  0.387  5.430  3.860
 MW-NGC6356  7  -8.5  0.553  5.770  3.860
 MW-NGC6362  7  -6.9  0.657  5.030  2.920
 MW-NGC6366  7  -6.2  0.486  4.780  3.020
 MW-NGC6388  7  -9.2  0.183  6.020  4.860
 MW-NGC6402  7  -8.9  0.545  5.800  3.910
 MW-NGC6440  7  -8.4  0.069  5.770  4.840
 MW-NGC6441  7  -9.5  0.291  6.160  4.780
 MW-NGC6496  7  -6.1  0.534  4.760  2.900
 MW-NGC6528  7  -6.4 -0.061  5.080  4.400
 MW-NGC6535  7  -3.3  0.225  3.530  2.280
 MW-NGC6539  7  -7.9  0.619  5.480  3.450
 MW-NGC6541  7  -7.8  0.333  5.320  3.860
 MW-NGC6553  7  -7.6  0.254  5.500  4.190
 MW-NGC6569  7  -7.9  0.398  5.450  3.860
 MW-NGC6584  7  -7.0  0.454  5.020  3.310
 MW-NGC6637  7  -7.7  0.347  5.390  3.890
 MW-NGC6638  7  -7.1  0.155  5.120  4.010
 MW-NGC6652  7  -6.2  0.152  4.760  3.660
 MW-NGC6656  7  -8.4  0.495  5.560  3.770
 MW-NGC6712  7  -7.4  0.426  5.230  3.580
 MW-NGC6715  7 -10.2  0.806  6.290  3.880
 MW-NGC6723  7  -7.6  0.589  5.280  3.310
 MW-NGC6760  7  -7.7  0.437  5.440  3.760
 MW-NGC6779  7  -7.4  0.509  5.170  3.350
 MW-NGC6809  7  -6.9  0.639  4.990  2.910
 MW-NGC6864  7  -8.5  0.440  5.650  3.970
 MW-NGC6934  7  -7.5  0.498  5.200  3.400
 MW-NGC6981  7  -6.9  0.662  5.000  2.880
 MW-NGC7006  7  -7.5  0.728  5.200  2.940
 MW-NGC7089  7  -9.1  0.551  5.840  3.940
 MW-NGC7492  7  -5.6  0.935  4.440  1.770
    MW-PAL1  7  -3.3  0.159  3.670  2.560
   MW-PAL10  7  -8.1  0.622  5.740  3.700
   MW-PAL11  7  -8.2  0.742  5.700  3.420
   MW-PAL12  7  -3.7  0.980  3.750  0.990
   MW-PAL14  7  -4.7  1.400  4.090  0.490
    MW-PAL2  7  -9.1  0.416  5.850  4.220
    MW-PAL3  7  -6.1  1.240  4.650  1.370
    MW-PAL4  7  -5.9  1.212  4.580  1.350
    MW-PAL5  7  -4.9  1.265  4.170  0.840
 MW-TERZAN7  7  -6.0  0.717  4.740  2.500
  SMC-KRON3  7  -7.9  1.065  5.150  2.220
 SMC-NGC121  7  -8.5  0.743  5.570  3.290
 SMC-NGC152  7  -7.5  1.113  4.560  1.530
 SMC-NGC176  7  -6.3  0.653  3.550  1.450
 SMC-NGC330  7  -9.9  0.786  4.560  2.190
 SMC-NGC339  7  -7.3  1.053  4.900  2.000
 SMC-NGC361  7  -8.1  1.057  5.300  2.380
 SMC-NGC411  7  -7.3  0.806  4.470  2.060
 SMC-NGC416  7  -8.0  0.652  5.210  3.110
 SMC-NGC458  7  -7.6  0.766  4.120  1.790
       1226  8  -8.9  0.429  5.926  4.269
       1226  8  -7.6  0.382  5.367  3.804
       1226  8  -8.4  0.259  5.870  4.554
       1226  8  -9.2  0.322  6.178  4.736
       1226  8  -8.9  0.314  6.035  4.610
       1226  8  -7.7  0.596  5.336  3.346
       1226  8  -8.3  0.442  5.589  3.907
       1226  8  -7.9  0.627  5.541  3.490
       1226  8  -9.2  0.398  5.971  4.378
       1226  8  -8.6  0.124  5.953  4.907
       1226  8  -7.3  0.241  5.114  3.834
       1226  8 -10.2  0.462  6.599  4.876
       1226  8  -7.2  0.435  5.107  3.438
       1226  8  -7.5  0.216  5.484  4.253
       1226  8  -8.0  0.248  5.720  4.426
       1226  8  -7.7  0.220  5.690  4.452
       1226  8  -8.2  0.230  5.668  4.410
       1226  8  -8.3  0.358  5.899  4.384
       1226  8  -9.4  0.301  5.992  4.592
       1226  8  -8.1  0.350  5.774  4.275
       1226  8  -7.5  0.752  5.638  3.336
       1226  8  -7.8  0.388  5.876  4.302
       1226  8  -9.8  0.385  6.343  4.775
       1226  8  -8.5  0.609  5.701  3.684
       1226  8  -8.6  0.114  6.010  4.983
       1226  8  -7.1  0.262  5.147  3.825
       1226  8  -7.6  0.314  5.761  4.336
       1226  8  -9.1  0.365  5.913  4.384
       1226  8  -6.9  0.445  5.035  3.348
       1226  8  -7.0  0.341  5.081  3.600
       1226  8  -6.6  0.239  5.056  3.779
       1226  8  -8.7  0.295  5.730  4.342
       1226  8 -10.0  0.603  6.658  4.654
       1226  8 -10.9  0.369  6.880  5.344
       1226  8  -8.9  0.305  6.101  4.693
       1226  8 -10.7  0.368  6.794  5.261
       1226  8  -8.0  0.216  5.435  4.203
       1226  8  -8.0  0.309  5.843  4.426
       1226  8  -8.9  0.421  5.851  4.210
       1226  8  -8.7  0.447  5.994  4.301
       1226  8  -8.5  0.465  5.970  4.241
       1226  8  -9.8  0.530  6.350  4.491
       1226  8 -11.3  0.723  7.158  4.914
       1226  8  -6.5  0.433  5.197  3.534
       1226  8  -7.8  0.184  5.625  4.460
       1226  8  -9.3  0.468  6.320  4.585
       1226  8  -6.9  0.826  5.434  2.984
       1226  8  -7.1  0.398  5.547  3.952
       1226  8  -7.7  0.708  5.785  3.571
       1226  8  -6.6  0.397  4.896  3.304
       1226  8  -7.3  0.548  5.237  3.343
       1226  8  -7.2  0.281  5.400  4.040
       1226  8 -10.1  0.729  6.285  4.029
       1226  8  -6.7  0.491  5.150  3.370
       1226  8  -8.0  0.333  5.580  4.115
       1226  8  -8.3  0.396  5.605  4.015
       1226  8  -7.2  0.735  5.093  2.825
       1226  8  -9.1  0.341  5.935  4.456
       1226  8  -7.7  0.348  5.766  4.273
       1226  8  -8.9  0.358  5.813  4.300
       1226  8  -7.8  0.239  5.645  4.369
       1226  8  -7.3  0.358  5.196  3.681
       1226  8  -7.7  0.436  5.659  3.989
       1226  8  -8.4  0.336  5.743  4.273
       1226  8  -7.1  0.147  5.315  4.224
       1226  8  -8.1  0.293  5.719  4.336
       1226  8  -7.8  0.440  5.662  3.985
       1226  8  -8.8  0.342  6.186  4.703
       1226  8  -9.2  0.295  6.301  4.914
       1226  8 -10.8  0.563  6.732  4.809
       1226  8  -8.5  0.516  5.698  3.868
       1226  8  -8.8  0.295  5.999  4.612
       1226  8  -6.8  0.761  5.462  3.142
       1226  8  -9.0  0.405  5.916  4.307
       1226  8  -7.4  0.399  5.205  3.608
       1226  8  -6.4  0.538  5.084  3.210
       1226  8  -8.0  0.353  5.873  4.369
       1226  8  -7.0  0.314  5.457  4.032
       1226  8  -6.8  0.097  4.979  3.987
       1226  8  -6.0  0.197  4.698  3.506
       1226  8  -6.6  0.437  5.297  3.625
       1226  8  -7.5  0.318  5.532  4.098
       1226  8  -6.5  0.209  5.090  3.874
       1226  8  -6.9  0.537  5.050  3.177
       1226  8  -9.6  0.418  6.543  4.910
       1226  8  -7.8  0.413  5.753  4.129
       1226  8  -8.1  0.271  5.458  4.118
       1226  8  -8.0  0.463  5.447  3.723
       1226  8  -9.6  0.370  6.412  4.874
       1226  8  -9.5  0.649  6.079  3.983
       1226  8  -9.1  0.377  6.000  4.447
       1226  8  -9.3  0.219  6.336  5.101
       1226  8  -7.8  0.475  5.340  3.591
       1226  8  -8.8  0.484  5.803  4.037
       1226  8  -7.7  0.523  5.402  3.558
       1226  8  -6.1  0.311  4.915  3.494
       1226  8  -5.9  0.284  5.068  3.703
       1226  8  -8.0  0.348  5.635  4.140
       1226  8  -8.6  0.360  6.006  4.487
       1226  8  -7.7  0.168  5.709  4.574
       1226  8  -6.0  0.600  4.960  2.961
       1226  8  -6.0  0.478  5.118  3.364
       1226  8 -10.2  0.453  6.335  4.632
       1226  8  -8.6  0.447  5.763  4.071
       1226  8  -6.6  0.347  4.873  3.381
       1226  8  -6.9  0.729  5.434  3.177
       1226  8  -7.0  0.263  5.225  3.901
       1226  8  -8.5  0.391  5.663  4.081
       1226  8  -9.3  0.408  6.313  4.699
       1226  8  -6.6  0.642  5.383  3.301
       1226  8  -7.4  0.461  5.152  3.431
       1226  8  -8.8  0.613  5.807  3.783
       1226  8  -6.4  0.309  4.874  3.457
       1226  8  -7.8  0.791  5.389  3.008
       1226  8  -7.1  0.539  5.064  3.189
       1226  8  -8.6  0.515  5.715  3.886
       1226  8  -6.5  0.791  5.089  2.709
       1226  8  -6.5  0.285  4.832  3.465
       1226  8  -8.3  0.513  5.628  3.804
       1226  8  -6.6  0.658  5.198  3.084
       1226  8  -8.1  0.368  5.737  4.204
       1226  8  -7.4  0.342  5.198  3.715
       1226  8  -7.6  0.242  5.528  4.246
       1226  8  -8.0  0.462  5.883  4.160
       1226  8  -6.4  0.584  4.984  3.018
       1226  8  -8.2  0.347  5.546  4.054
       1226  8  -7.7  0.233  5.571  4.307
       1226  8  -6.8  0.404  5.126  3.519
       1226  8  -6.9  0.597  5.440  3.448
       1226  8  -8.5  0.198  6.062  4.868
       1226  8  -7.6  0.264  5.302  3.975
       1226  8  -7.2  0.212  5.349  4.127
       1226  8  -8.3  0.310  5.909  4.491
       1226  8  -6.0  0.350  4.757  3.259
       1226  8  -8.7  0.451  5.915  4.216
       1226  8  -7.6  0.362  5.638  4.115
       1226  8  -7.7  0.345  5.329  3.841
       1226  8  -7.5  0.454  5.610  3.905
       1226  8  -6.6  0.495  4.978  3.190
       1226  8  -8.2  0.403  5.686  4.081
       1226  8  -6.5  0.423  4.930  3.286
       1226  8  -7.5  0.078  5.194  4.239
       1226  8  -9.7  0.531  6.137  4.277
       1226  8  -7.3  0.407  5.366  3.754
       1226  8  -7.2  0.225  5.160  3.912
       1226  8  -5.6  0.528  4.966  3.112
       1226  8  -9.1  0.401  6.036  4.435
       1226  8  -6.4  0.317  5.217  3.785
       1226  8  -8.0  0.428  5.900  4.246
       1226  8  -7.0  0.337  5.238  3.765
       1226  8  -7.9  0.403  5.596  3.991
       1226  8  -7.1  0.408  5.088  3.474
       1226  8  -9.6  0.544  6.108  4.222
       1226  8  -9.8  0.434  6.223  4.557
       1226  8  -8.9  0.329  6.149  4.694
       1226  8  -7.9  0.358  5.627  4.113
       1226  8  -6.7  0.456  5.170  3.459
       1226  8  -8.2  0.523  5.940  4.095
       1226  8  -8.1  0.319  5.689  4.253
       1226  8  -8.0  0.351  5.594  4.094
       1226  8  -6.3  0.643  4.977  2.892
       1226  8 -10.3  0.681  6.390  4.229
       1226  8  -6.3  0.401  4.861  3.260
       1226  8  -6.2  0.182  4.720  3.557
       1226  8  -8.0  0.534  5.742  3.876
       1226  8  -9.8  0.365  6.299  4.772
       1226  8  -9.0  0.536  5.895  4.026
       1226  8  -7.0  0.403  5.084  3.480
       1226  8  -7.7  0.302  5.337  3.934
       1226  8  -7.5  0.433  5.471  3.808
       1226  8  -7.7  0.411  5.633  4.013
       1226  8  -6.6  0.339  5.182  3.706
       1226  8  -8.4  0.443  5.674  3.990
       1226  8  -6.9  0.384  5.156  3.590
       1226  8  -6.8  0.421  5.300  3.660
       1226  8  -6.8  0.409  5.373  3.757
       1226  8  -9.6  0.405  6.327  4.718
       1226  8  -6.2  0.217  4.942  3.709
       1226  8  -6.8  0.399  4.974  3.377
       1226  8  -7.0  0.364  5.465  3.939
       1226  8  -9.5  0.352  6.275  4.772
       1226  8  -5.8  0.349  5.019  3.522
       1226  8  -8.8  0.332  5.826  4.364
       1226  8  -8.4  0.445  5.946  4.257
       1226  8  -7.2  0.458  5.194  3.481
       1226  8  -6.5  0.420  4.888  3.250
       1226  8  -8.2  0.368  5.753  4.220
       1226  8  -8.3  0.399  5.655  4.058
       1226  8  -9.0  0.409  5.911  4.294
       1226  8  -5.7  0.627  4.973  2.919
       1226  8  -8.6  0.557  6.086  4.173
       1226  8  -9.3  0.426  5.984  4.334
       1226  8  -9.0  0.784  5.840  3.474
       1226  8  -8.0  0.370  5.739  4.201
       1226  8  -6.8  0.395  5.323  3.735
       1226  8  -8.2  0.446  5.586  3.896
       1226  8  -7.7  0.334  5.405  3.938
       1226  8  -8.5  0.349  6.044  4.548
       1226  8  -7.5  0.381  5.477  3.918
       1226  8  -9.2  0.398  6.215  4.622
       1226  8  -7.6  0.217  5.399  4.166
       1226  8  -6.4  0.583  4.996  3.033
       1226  8  -8.3  0.263  5.966  4.641
       1226  8  -6.6  0.548  4.982  3.089
       1226  8  -8.5  0.416  5.649  4.020
       1226  8  -7.2  0.448  5.101  3.407
       1226  8  -8.5  0.227  5.932  4.680
       1226  8  -8.3  0.602  5.596  3.594
       1226  8  -8.3  0.216  5.922  4.691
       1226  8  -7.0  0.268  5.087  3.752
       1226  8  -8.8  0.344  6.015  4.530
       1226  8  -7.8  0.530  5.414  3.555
       1226  8  -6.4  0.144  5.040  3.953
       1226  8  -8.0  0.298  5.763  4.368
       1226  8  -5.7  0.370  4.524  2.987
       1226  8  -7.0  0.440  5.305  3.628
       1226  8  -7.1  0.386  5.105  3.535
       1226  8  -7.5  0.389  5.475  3.898
       1226  8  -7.8  0.417  5.516  3.884
       1226  8  -8.7  0.303  6.092  4.687
       1226  8  -8.7  0.407  5.718  4.106
       1226  8  -7.3  0.077  5.459  4.507
       1226  8  -8.8  0.307  6.043  4.631
       1226  8  -5.7  0.505  5.013  3.205
       1226  8  -8.5  0.484  5.812  4.045
       1226  8  -7.3  0.632  5.602  3.540
       1226  8  -6.5  0.448  5.213  3.519
       1226  8  -7.4  0.709  5.294  3.078
       1226  8  -8.9  0.311  5.816  4.395
       1226  8  -7.7  0.667  5.471  3.339
       1226  8  -7.2  0.465  5.251  3.522
       1226  8  -9.1  0.228  6.111  4.857
       1226  8  -6.7  0.458  4.974  3.261
       1226  8  -5.6  0.125  4.748  3.700
       1226  8  -8.4  0.303  5.858  4.453
       1226  8  -9.7  0.434  6.214  4.548
       1226  8  -8.2  0.364  5.571  4.045
       1226  8  -8.0  0.313  5.613  4.189
       1226  8  -6.6  0.630  5.258  3.201
       1226  8  -8.6  0.268  5.885  4.550
       1226  8  -8.3  0.364  5.580  4.054
       1226  8  -8.5  0.418  5.722  4.088
       1226  8  -7.3  0.489  5.242  3.466
       1226  8 -10.1  0.358  6.529  5.014
       1226  8  -6.0  0.354  4.836  3.330
       1226  8  -7.7  0.594  5.507  3.521
       1226  8  -8.8  0.432  5.818  4.156
       1226  8  -7.9  0.287  5.822  4.449
       1226  8  -7.5  0.394  5.267  3.681
       1226  8  -8.4  0.316  5.632  4.202
       1226  8  -8.3  0.561  5.663  3.744
       1226  8  -6.0  0.374  4.630  3.084
       1226  8  -7.5  0.681  5.700  3.540
       1226  8  -9.5  0.261  6.389  5.070
       1226  8  -9.8  0.367  6.568  5.036
       1226  8 -10.1  0.214  6.592  5.366
       1226  8  -7.9  0.274  5.736  4.391
       1226  8  -7.1  0.352  5.163  3.662
       1226  8  -9.7  0.560  6.168  4.251
       1226  8  -7.9  0.185  5.654  4.487
       1226  8  -9.8  0.287  6.303  4.931
       1226  8  -7.5  0.825  5.263  2.816
       1226  8  -6.6  0.304  5.297  3.890
       1226  8  -8.0  0.528  5.487  3.631
       1226  8  -7.7  0.265  5.433  4.104
       1226  8  -6.1  0.375  5.130  3.582
       1226  8  -9.2  0.319  5.975  4.540
       1226  8  -7.4  0.326  5.344  3.893
       1226  8  -8.2  0.602  5.556  3.555
       1226  8  -7.3  0.226  5.575  4.325
       1226  8  -5.7  0.557  4.512  2.600
       1226  8  -7.4  0.478  5.677  3.923
       1226  8  -6.0  0.454  4.711  3.004
       1226  8  -8.3  0.570  5.573  3.636
       1226  8  -5.9  0.435  4.731  3.062
       1226  8  -9.3  0.450  6.306  4.607
       1226  8  -5.7  0.100  4.931  3.934
       1226  8  -6.5  0.484  4.818  3.052
       1226  8  -8.4  0.372  5.646  4.104
       1226  8  -8.6  0.478  5.742  3.989
       1226  8  -8.7  0.806  5.796  3.386
       1226  8  -7.4  0.019  5.530  4.694
       1226  8  -6.1  0.215  4.884  3.655
       1226  8  -6.3  0.272  5.124  3.781
       1226  8  -8.0  0.438  5.482  3.807
       1226  8  -9.8  0.423  6.583  4.938
       1226  8  -7.4  0.866  5.659  3.129
       1226  8  -8.2  0.290  5.692  4.314
       1226  8  -6.4  0.569  4.887  2.952
       1226  8  -9.2  0.585  5.950  3.982
       1226  8  -7.8  0.450  5.750  4.053
       1226  8 -10.8  0.496  6.689  4.898
       1226  8  -7.0  0.207  5.421  4.209
       1226  8  -7.8  0.449  5.393  3.696
       1226  8  -6.1  0.237  5.121  3.848
       1226  8  -9.2  0.301  5.943  4.544
       1226  8  -6.6  0.282  5.192  3.829
       1226  8  -6.7  0.632  5.076  3.014
       1226  8  -7.4  0.597  5.664  3.672
       1226  8  -8.3  0.402  5.631  4.028
       1226  8  -7.6  0.248  5.661  4.367
       1226  8  -7.1  0.372  5.047  3.505
       1226  8  -7.2  0.371  5.561  4.021
       1226  8  -6.3  0.039  5.022  4.147
       1226  8  -7.2  0.560  5.126  3.208
       1226  8  -8.8  0.423  5.806  4.162
       1226  8  -6.8  0.062  5.168  4.246
       1226  8  -7.4  0.371  5.490  3.949
       1226  8  -7.6  0.475  5.448  3.700
       1226  8  -7.0  0.448  5.142  3.449
       1226  8  -7.3  0.592  5.184  3.202
       1226  8  -7.0  0.384  5.353  3.786
       1226  8  -8.1  0.844  5.873  3.386
       1226  8  -9.0  0.261  6.008  4.689
       1226  8  -8.0  0.387  5.535  3.964
       1226  8  -5.7 -0.038  4.538  3.815
       1226  8  -6.3  0.670  5.219  3.080
       1226  8  -5.5  0.440  4.587  2.908
       1226  8  -7.5  0.374  5.642  4.096
       1226  8  -8.6  0.456  5.803  4.092
       1226  8  -5.8  0.223  4.646  3.402
       1226  8  -8.9  0.242  6.090  4.807
       1226  8  -7.6  0.495  5.665  3.877
       1226  8  -6.8  0.440  5.288  3.609
       1226  8  -5.8  0.577  4.791  2.840
       1226  8  -5.8  0.432  4.727  3.065
       1226  8  -6.2  0.179  5.006  3.850
       1226  8  -9.1  0.181  6.048  4.887
       1226  8  -9.6  0.477  6.131  4.380
       1226  8  -6.8  0.333  5.101  3.636
       1226  8  -8.3  0.327  5.743  4.291
       1226  8  -9.7  0.295  6.458  5.071
       1226  8  -5.9  0.433  4.755  3.090
       1226  8  -9.9  0.458  6.238  4.525
       1226  8  -9.6  0.379  6.180  4.623
       1226  8  -7.7  0.552  5.381  3.480
       1226  8 -10.5  0.408  6.745  5.130
       1226  8  -6.3  0.414  4.854  3.228
       1226  8 -10.2  0.289  6.676  5.299
       1226  8  -5.6  0.144  4.636  3.550
       1226  8  -7.9  0.450  5.700  4.003
       1226  8  -8.1  0.275  5.956  4.608
       1226  8  -7.7  0.156  5.768  4.657
       1226  8  -8.0  0.530  5.678  3.820
       1226  8  -8.0  0.259  5.623  4.308
       1226  8  -7.2  0.327  5.215  3.763
       1226  8  -9.1  0.314  5.904  4.477
       1226  8  -9.9  0.403  6.263  4.660
       1226  8  -8.8  0.313  5.824  4.401
       1226  8  -7.3  0.516  5.265  3.434
       1226  8  -7.1  0.644  5.572  3.485
       1226  8  -6.1  0.388  4.871  3.297
       1226  8  -7.7  0.859  5.812  3.297
       1226  8  -8.2  0.391  5.605  4.025
       1226  8  -6.0  0.336  4.689  3.219
       1226  8  -9.3  0.574  6.078  4.132
       1226  8  -8.9  0.302  5.833  4.431
       1226  8  -7.9  0.398  5.396  3.801
       1226  8  -6.7  0.357  5.228  3.715
       1226  8  -8.1  0.366  5.885  4.355
       1226  8  -5.9  0.481  5.073  3.314
       1226  8  -6.7  0.358  5.092  3.577
       1226  8  -8.9  0.424  5.845  4.199
       1226  8  -8.8  0.482  5.813  4.050
       1226  8  -7.4  0.541  5.324  3.445
       1226  8  -8.3  0.329  5.943  4.486
       1226  8  -9.1  0.243  6.182  4.898
       1226  8  -7.2  0.389  5.491  3.914
       1226  8  -7.6  0.297  5.324  3.931
       1226  8 -11.4  0.845  6.875  4.387
       1226  8  -7.9  0.338  5.481  4.006
       1226  8  -7.5  0.440  5.422  3.744
       1226  8  -7.7  0.346  5.606  4.116
       1226  8  -9.1  0.212  6.055  4.832
       1226  8  -7.1  0.406  5.400  3.790
       1226  8  -8.1  0.329  5.535  4.078
       1226  8  -8.6  0.320  5.712  4.273
       1226  8  -7.0  0.630  5.092  3.035
       1226  8  -5.9  0.711  4.853  2.633
       1226  8  -8.1  0.438  5.758  4.085
       1226  8  -7.6  0.268  5.357  4.023
       1226  8  -8.9  0.445  6.218  4.531
       1226  8  -7.8  0.339  5.692  4.216
       1226  8 -10.5  0.571  6.505  4.566
       1226  8  -9.2  0.266  6.176  4.845
       1226  8  -6.6  0.147  5.097  4.005
       1226  8  -8.1  0.658  5.661  3.547
       1226  8  -9.3  0.340  6.056  4.578
       1226  8  -7.8  0.387  5.478  3.905
       1226  8  -6.6  0.735  5.257  2.990
       1226  8  -6.4  0.486  4.850  3.079
       1226  8  -7.5  0.273  5.547  4.203
       1226  8  -9.0  0.267  5.901  4.568
       1226  8  -8.1  0.336  5.520  4.050
       1226  8  -7.0  0.408  5.050  3.436
       1226  8  -6.1  0.466  4.738  3.008
       1226  8 -10.7  0.489  6.832  5.055
       1226  8  -7.1  0.379  5.217  3.660
       1226  8  -9.5  0.504  6.311  4.504
       1226  8  -5.8  0.464  4.579  2.852
       1226  8  -7.7  0.308  5.418  4.005
       1226  8  -7.6  0.188  5.502  4.328
       1226  8  -7.4  0.548  5.329  3.435
       1226  8  -7.0  0.764  5.235  2.909
       1226  8  -6.7  0.002  5.355  4.552
       1226  8  -7.2  0.468  5.223  3.489
       1226  8  -6.3  0.314  4.910  3.485
       1226  8  -8.0  0.352  5.683  4.180
       1226  8  -6.4  0.536  4.842  2.973
       1226  8  -9.2  0.325  6.232  4.783
       1226  8  -7.5  0.359  5.528  4.011
       1226  8  -7.6  0.312  5.646  4.224
       1226  8  -6.9  0.045  5.500  4.611
       1226  8 -10.1  0.453  6.720  5.016
       1226  8  -7.5  0.644  5.221  3.135
       1226  8  -8.7  0.291  6.097  4.717
       1226  8  -8.8  0.416  6.025  4.394
       1226  8  -7.6  0.265  5.662  4.333
       1226  8  -9.0  0.666  6.062  3.932
       1226  8  -7.7  0.379  5.688  4.133
       1226  8  -7.6  0.714  5.326  3.100
       1226  8  -8.2  0.264  5.779  4.452
       1226  8  -6.2  0.639  4.831  2.754
       1226  8  -5.7  0.430  4.810  3.152
       1226  8  -8.7  0.844  5.749  3.262
       1226  8  -7.0  0.505  5.077  3.270
       1226  8  -6.4  0.440  5.227  3.549
       1226  8  -7.0  0.331  5.427  3.967
       1226  8  -8.6  0.366  5.664  4.134
       1226  8  -5.5  0.525  4.692  2.844
       1226  8  -7.7  0.559  5.633  3.717
       1226  8  -8.0  0.436  5.459  3.788
       1226  8  -8.3  0.631  5.996  3.936
       1226  8  -8.2  0.283  5.888  4.524
       1226  8  -8.6  0.338  6.040  4.565
       1226  8  -8.9  0.319  6.023  4.586
